股票代码,名称,流通市值,市值分位
300402,宝色股份,34.5,1
601139,深圳燃气,168.58,2
603170,宝立食品,46.76,1
600477,杭萧钢构,56.38,1
2304,洋河股份,582.23,3
600597,光明乳业,87.81,1
631,顺发恒能,65.78,1
688065,凯赛生物,261.65,2
600475,华光环能,125.78,2
603516,淳中科技,216.52,2
301533,威马农机,6.88,1
301309,万得凯,18.07,1
950,重药控股,88.72,1
2816,*ST和科,28.97,1
300482,万孚生物,72.42,1
600854,春兰股份,21.82,1
688680,海优新材,36.4,1
601702,华峰铝业,144.19,2
688565,力源科技,13.88,1
300182,捷成股份,109.81,2
2961,瑞达期货,90.52,2
993,闽东电力,44.88,1
2685,华东重机,58.64,1
2800,天顺股份,18.95,1
601065,江盐集团,43.71,1
690,宝新能源,98.5,2
2523,天桥起重,42.21,1
1209,洪兴股份,15.65,1
601010,ST文峰,31.23,1
688087,英科再生,67.42,1
600644,乐山电力,45.86,1
603111,康尼机电,49.42,1
300965,恒宇信通,22.91,1
301185,鸥玛软件,21.49,1
605369,拱东医疗,39.25,1
1872,招商港口,473.11,2
300890,翔丰华,30.44,1
2986,宇新股份,37.37,1
300585,奥联电子,25.36,1
1285,瑞立科密,16.97,1
300662,科锐国际,34.34,1
600814,杭州解百,47.05,1
600582,天地科技,192.03,2
2321,华英农业,39.93,1
688334,西高院,56.28,1
603856,东宏股份,36.92,1
600827,百联股份,121.46,2
600846,同济科技,70.66,1
603376,大明电子,7.8,1
600365,ST通葡,11.19,1
300958,建工修复,10.03,1
300817,双飞集团,20.1,1
300040,九洲集团,28.25,1
301131,聚赛龙,12.45,1
2637,赞宇科技,49.61,1
2041,登海种业,72.16,1
300955,嘉亨家化,35.19,1
603097,江苏华辰,37.63,1
603709,中源家居,16.99,1
537,绿发电力,146.57,2
825,太钢不锈,194.24,2
300173,ST福能,24.03,1
300467,迅游科技,59.07,1
601700,风范股份,50.9,1
600624,ST复华,25.2,1
600059,古越龙山,69.73,1
605268,王力安防,41.54,1
301539,宏鑫科技,10.55,1
1312,福恩股份,10.33,1
300577,开润股份,24.03,1
688665,四方光电,56.32,1
927,中国铁物,142.18,2
600136,ST明诚,27.4,1
688496,*ST清越,2.19,1
300279,和晶科技,27.66,1
2959,小熊电器,44.9,1
300423,昇辉科技,18.73,1
300698,万马科技,31.18,1
603488,展鹏科技,26.02,1
2189,中光学,51.84,1
2478,常宝股份,44.01,1
603173,福斯达,53.14,1
688575,亚辉龙,52.05,1
301160,翔楼新材,47.76,1
1382,新亚电缆,9.53,1
2872,ST天圣,10.49,1
301428,世纪恒通,21.78,1
301163,宏德股份,12.38,1
600817,宇通重工,48.16,1
600613,神奇制药,22.67,1
1258,立新能源,62.35,1
301355,南王科技,13.41,1
600802,福建水泥,19.57,1
603535,嘉诚国际,31.01,1
301320,豪江智能,14.15,1
603737,三棵树,203.99,2
300616,尚品宅配,15.93,1
650,仁和药业,70.03,1
603533,掌阅科技,84.84,1
600959,江苏有线,150.02,2
605158,华达新材,32.63,1
409,云鼎科技,49.01,1
688553,汇宇制药-W,64.09,1
300997,欢乐家,55.72,1
708,中信特钢,646.03,3
605218,伟时电子,31.37,1
300781,因赛集团,32.03,1
603217,元利科技,42.14,1
3000,劲仔食品,31.08,1
603982,泉峰汽车,19.18,1
601038,一拖股份,86.63,1
600051,宁波联合,18.28,1
603536,惠发食品,19.48,1
600082,ST海泰,17.7,1
301109,军信股份,30.43,1
300719,安达维尔,20.55,1
670,盈方微,58.52,1
603406,天富龙,9.46,1
603073,彩蝶实业,7.75,1
688576,西山科技,13.64,1
2932,*ST明德,22.32,1
300453,三鑫医疗,33.65,1
2216,三全食品,76.98,1
301015,百洋医药,120.46,2
301397,溯联股份,26.56,1
600875,东方电气,636.91,3
2587,奥拓电子,31.22,1
605033,美邦股份,23.48,1
688177,百奥泰,77.23,1
2365,永安药业,25.66,1
600326,西藏天路,87.61,1
600749,西藏旅游,33.7,1
2300,太阳电缆,46.08,1
600568,ST中珠,41.06,1
603863,松炀资源,26.58,1
301560,众捷汽车,15.62,1
605288,凯迪股份,71.47,1
301360,荣旗科技,21.79,1
2198,ST嘉应,17.41,1
301024,霍普股份,19.43,1
2102,ST能特,53.45,1
301206,三元生物,30.24,1
600561,江西长运,14.59,1
833,粤桂股份,93.64,2
600697,欧亚集团,15.3,1
688105,诺唯赞,93.37,2
2526,山东矿机,45.69,1
600939,重庆建工,48.51,1
2818,富森美,31.12,1
688429,时创能源,39.36,1
301399,英特科技,8.98,1
883,湖北能源,290.29,2
300962,中金辐照,33.61,1
688132,邦彦技术,20.15,1
301288,清研环境,12.86,1
301298,东利机械,12.67,1
603706,东方环宇,35.19,1
605003,众望布艺,22.7,1
600724,宁波富达,78.46,1
600491,ST龙元,17.13,1
301512,智信精密,10.48,1
603855,华荣股份,55.5,1
300169,天晟新材,14.21,1
301633,港迪技术,11.63,1
300791,仙乐健康,41.49,1
300239,东宝生物,31.02,1
300865,大宏立,12.98,1
603613,国联股份,131.21,2
600617,国新能源,49.36,1
852,石化机械,47.51,1
300530,领湃科技,28.37,1
300982,苏文电能,30.17,1
603248,XD锡华科,13.97,1
301370,国科恒泰,27.52,1
2715,登云股份,19.94,1
300847,中船汉光,39.46,1
2911,佛燃能源,126.2,2
688475,萤石网络,218.53,2
600495,XD晋西车,43.98,1
688370,丛麟科技,30.16,1
301153,中科江南,54.34,1
603312,西典新能,16.97,1
89,深圳机场,127.76,2
600256,广汇能源,334.3,2
603903,中持股份,40.65,1
300237,ST美晨,28.12,1
2726,ST龙大,20.76,1
300993,玉马科技,23.07,1
2337,赛象科技,26.22,1
300891,惠云钛业,21.58,1
301043,绿岛风,27.59,1
2224,三 力 士,27.01,1
595,宝塔实业,64.22,1
300743,天地数码,18.3,1
688597,煜邦电力,23.05,1
301090,华润材料,93.7,2
688500,慧辰股份,30.5,1
603121,华培动力,39.41,1
1323,慕思股份,50.55,1
688026,洁特生物,19.64,1
1222,源飞宠物,15.2,1
300374,中铁装配,24.81,1
603053,成都燃气,75.56,1
2973,侨银股份,32.24,1
603357,设计总院,34.92,1
2732,燕塘乳业,19.96,1
300844,山水比德,20.13,1
300851,交大思诺,11.09,1
300462,ST华铭,14.38,1
688067,爱威科技,13.91,1
301056,森赫股份,18.8,1
603382,海阳科技,19.33,1
603093,南华期货,103.96,2
2763,汇洁股份,21.16,1
600583,海油工程,229.47,2
603860,中公高科,16.27,1
603291,联合水务,34.83,1
2150,正泰电源,88.55,1
2375,亚厦股份,44.85,1
603076,乐惠国际,24.99,1
300631,久吾高科,27.13,1
1268,联合精密,24.15,1
603609,禾丰股份,59.04,1
600336,澳柯玛,48.52,1
301209,联合化学,65.1,1
600463,空港股份,23.1,1
603126,中材节能,36.57,1
688162,巨一科技,31.9,1
2368,太极股份,89.56,1
300258,精锻科技,61.78,1
2024,ST易购,111.96,2
601388,怡球资源,62.51,1
600790,轻纺城,47.93,1
2211,ST宏达,16.3,1
30,富奥股份,66.5,1
58,深 赛 格,60.27,1
2742,冀衡医药,19.33,1
688526,科前生物,59.9,1
600007,中国国贸,197.63,2
2287,奇正藏药,114.42,2
605300,佳禾食品,40.08,1
603060,国检集团,43.66,1
2103,广博股份,23.29,1
2507,涪陵榨菜,126.82,2
719,中原传媒,75.72,1
600866,星湖科技,57.77,1
2650,ST加加,67.2,1
603381,永臻股份,20.92,1
300276,三丰智能,74.53,1
200625,长  安Ｂ,52.86,1
301135,瑞德智能,15.98,1
300614,百川畅银,15.66,1
401,金隅冀东,91.83,2
300150,世纪瑞尔,18.08,1
300388,节能国祯,46.45,1
301598,博科测试,8.74,1
752,*ST西发,20.63,1
2398,垒知集团,22.67,1
300784,利安科技,6.73,1
601068,中铝国际,109.55,2
603517,ST绝味,61.21,1
603380,易德龙,66.28,1
603117,万林物流,20.91,1
603307,扬州金泉,23.29,1
688348,昱能科技,50.01,1
300134,大富科技,61.94,1
600239,ST云城,23.12,1
600798,宁波海运,37.04,1
2172,澳洋健康,22.72,1
603182,嘉华股份,19.42,1
301273,瑞晨环保,22.29,1
2953,日丰股份,24.75,1
603568,伟明环保,326.73,2
546,金圆股份,31.91,1
600191,华资实业,42.92,1
603901,永创智能,54.83,1
2695,煌上煌,54.11,1
600611,大众交通,58.31,1
301632,广东建科,10.92,1
603209,兴通股份,43.21,1
300213,佳讯飞鸿,33.8,1
2660,茂硕电源,22.16,1
600892,大晟文化,18.85,1
300549,优德精密,13.51,1
600845,宝信软件,426.81,2
300386,飞天诚信,25.75,1
688016,心脉医疗,111.02,2
3019,宸展光电,47.21,1
600639,浦东金桥,80.09,1
605599,菜百股份,107.96,2
300087,ST荃银,43.4,1
3017,大洋生物,18.58,1
300032,金龙机电,28.99,1
3003,天元股份,11.98,1
603008,ST喜临门,29.91,1
603120,肯特催化,18.98,1
300313,天山生物,16.6,1
300329,海伦钢琴,27.66,1
600305,恒顺醋业,71.8,1
603275,众辰科技,15.64,1
603987,康德莱,31.58,1
301113,雅艺科技,11.19,1
301283,聚胶股份,21.87,1
600223,福瑞达,54.69,1
301148,嘉戎技术,29.14,1
301233,盛帮股份,13.14,1
603112,华翔股份,85.38,1
3028,振邦智能,15.74,1
2370,亚太药业,40.56,1
301141,中科磁业,16.87,1
600928,XD西安银,151.72,2
603508,思维列控,83.77,1
2486,嘉麟杰,19.03,1
605500,森林包装,26.56,1
2861,瀛通通讯,31.76,1
3012,东鹏控股,51.74,1
639,ST西王,15.0,1
301372,科净源,12.5,1
600755,厦门国贸,126.86,2
2562,兄弟科技,34.98,1
301491,汉桑科技,10.98,1
301169,零点有数,45.49,1
2302,西部建设,55.92,1
532,华金资本,36.18,1
301501,恒鑫生活,11.88,1
600333,长春燃气,33.98,1
603368,柳药集团,60.69,1
300405,科隆股份,11.18,1
2184,海得控制,22.45,1
300732,设研院,21.73,1
301061,匠心家居,64.3,1
688567,孚能科技,116.1,2
2397,梦洁股份,24.16,1
601107,四川成渝,112.25,2
951,中国重汽,249.11,2
603813,原尚股份,36.74,1
300573,兴齐眼药,111.38,2
605179,一鸣食品,52.33,1
688528,秦川物联,15.0,1
2423,中粮资本,202.07,2
2863,今飞凯达,25.78,1
688299,长阳科技,40.26,1
600448,华纺股份,16.38,1
2159,三特索道,17.5,1
603708,家家悦,57.58,1
688620,安凯微,65.46,1
605388,均瑶健康,29.9,1
300290,ST荣科,27.24,1
301003,江苏博云,39.45,1
7,全新好,38.46,1
1358,兴欣新材,12.0,1
688468,科美诊断,24.11,1
300403,汉宇集团,42.75,1
600054,黄山旅游,55.85,1
530,冰山冷热,30.31,1
688015,交控科技,30.38,1
2646,天佑德酒,30.69,1
301278,快可电子,13.65,1
2694,*ST顾地,15.38,1
301162,国能日新,47.97,1
1360,南矿集团,19.59,1
301336,趣睡科技,15.35,1
605151,西上海,24.77,1
688533,上声电子,35.31,1
688580,伟思医疗,55.66,1
2014,永新股份,64.13,1
601798,蓝科高新,24.6,1
45,深纺织Ａ,43.97,1
600423,*ST柳化,19.57,1
300856,科思股份,47.9,1
300343,联创股份,60.88,1
601229,上海银行,1266.03,4
603122,合富中国,42.59,1
600603,广汇物流,52.45,1
688410,DR山外山,46.09,1
301587,中瑞股份,15.1,1
909,*ST数源,19.22,1
688683,莱尔科技,54.58,1
603237,五芳斋,24.43,1
688157,松井股份,38.48,1
600234,科新发展,62.27,1
600215,派斯林,27.46,1
2566,益盛药业,14.16,1
605018,长华集团,61.67,1
2893,京能热力,19.3,1
301535,浙江华远,22.55,1
601158,重庆水务,194.88,2
2611,东方精工,173.79,2
603321,梅轮电梯,20.23,1
603207,小方制药,12.68,1
517,荣安地产,43.86,1
600097,开创国际,19.47,1
603297,永新光学,133.82,2
300218,安利股份,27.99,1
2873,新天药业,18.41,1
688687,凯因科技,28.65,1
603677,奇精机械,24.19,1
300106,西部牧业,20.46,1
688382,益方生物-U,129.89,2
301215,中汽股份,68.24,1
603196,璞源材料,51.66,1
2689,ST远智,27.53,1
301022,海泰科,15.4,1
600278,东方创业,52.49,1
301161,唯万密封,31.04,1
301119,正强股份,27.8,1
301448,开创电气,27.54,1
301105,鸿铭股份,8.56,1
300876,蒙泰高新,16.92,1
301107,瑜欣电子,17.51,1
819,岳阳兴长,41.29,1
603062,麦加芯彩,14.42,1
601999,出版传媒,32.61,1
2034,旺能环境,72.81,1
300515,三德科技,26.35,1
2633,申科股份,22.48,1
603409,汇通控股,9.71,1
3030,祖名股份,17.54,1
688176,亚虹医药-U,73.24,1
2822,ST中装,34.95,1
605069,正和生态,27.37,1
570,苏常柴Ａ,27.01,1
300304,云意电气,123.65,2
2777,久远银海,50.04,1
603365,水星家纺,43.56,1
2778,中晟高科,18.61,1
2314,南山控股,27.44,1
603235,天新药业,100.3,2
200539,粤电力Ｂ,16.21,1
200429,粤高速Ｂ,33.41,1
2360,ST同德,16.89,1
688175,高凌信息,48.23,1
1233,海安集团,15.67,1
2110,三钢闽光,70.93,1
603199,九华旅游,34.52,1
301332,德尔玛,20.55,1
688083,中望软件,94.8,2
1332,锡装股份,21.43,1
300417,南华仪器,8.6,1
600764,中国海防,129.76,2
2702,海欣食品,20.78,1
200012,南  玻Ｂ,16.33,1
300384,三联虹普,26.22,1
200030,富奥B,1.29,1
603320,迪贝电气,24.85,1
200570,苏常柴Ｂ,2.85,1
2347,泰尔股份,27.88,1
301378,通达海,10.89,1
301195,北路智控,23.71,1
300824,北鼎股份,23.07,1
607,华媒控股,29.03,1
300899,上海凯鑫,11.43,1
603096,新经典,21.16,1
600918,中泰证券,241.83,2
600530,交大昂立,41.38,1
688693,锴威特,33.48,1
2656,*ST摩登,19.57,1
605180,华生科技,19.5,1
605088,冠盛股份,57.96,1
2105,信隆健康,18.37,1
2193,ST如意,11.1,1
300096,ST易联众,38.83,1
301303,真兰仪表,15.81,1
300667,必创科技,28.29,1
301353,普莱得,6.79,1
419,通程控股,25.44,1
407,胜利股份,33.02,1
2501,*ST利源,46.46,1
600218,全柴动力,31.76,1
698,ST沈化,24.59,1
688426,康为世纪,19.21,1
1279,强邦新材,10.75,1
301519,舜禹股份,8.41,1
2879,长缆科技,17.96,1
2867,周大生,127.98,2
600455,博通股份,14.02,1
1380,华纬科技,37.0,1
906,浙商中拓,36.74,1
300143,盈康生命,58.44,1
2441,众业达,30.33,1
688269,凯立新材,40.19,1
301613,新铝时代,34.01,1
300610,晨化股份,15.63,1
300805,电声股份,21.51,1
2088,鲁阳节能,38.76,1
301395,仁信新材,14.29,1
603109,神驰机电,34.67,1
2533,金杯电工,67.14,1
600422,昆药集团,62.68,1
688670,金迪克,19.17,1
603306,华懋科技,294.77,2
3042,中农联合,15.38,1
1338,永顺泰,43.1,1
900920,动力Ｂ股,0.99,1
300741,华宝股份,78.71,1
1255,博菲电气,18.85,1
200055,方大Ｂ,4.97,1
900945,海控B股,0.81,1
603970,中农立华,26.96,1
900902,市北B股,0.75,1
900947,振华Ｂ股,4.98,1
1219,青岛食品,22.7,1
2991,甘源食品,20.49,1
688078,龙软科技,16.01,1
603798,康普顿,33.7,1
301041,金百泽,21.82,1
1225,和泰机电,8.45,1
600618,氯碱化工,75.21,1
603900,莱绅通灵,19.64,1
2691,*ST冀凯,13.98,1
900938,海科B,0.71,1
603370,华新精科,11.87,1
900921,金煤B股,0.32,1
300288,朗玛信息,23.32,1
200011,深物业B,1.6,1
200016,*ST康佳B,5.84,1
200017,深中华B,3.5,1
200019,深粮B,1.62,1
200020,深华发Ｂ,2.21,1
200025,特  力Ｂ,1.43,1
200026,飞亚达Ｂ,3.19,1
605336,*ST帅电,18.89,1
2890,弘宇股份,22.99,1
2799,环球印务,19.49,1
600768,宁波富邦,20.34,1
2846,英联股份,25.7,1
300977,深圳瑞捷,14.36,1
3025,思进智能,29.43,1
301290,东星医疗,21.33,1
605001,威奥股份,21.65,1
301606,绿联科技,94.92,2
300881,盛德鑫泰,20.98,1
300463,迈克生物,43.95,1
301060,兰卫医学,31.12,1
301268,铭利达,49.06,1
603187,海容冷链,45.65,1
900948,伊泰Ｂ股,35.59,1
601366,利群股份,33.02,1
300691,联合光电,31.28,1
663,永安林业,15.81,1
600970,中材国际,189.82,2
300859,西域旅游,40.38,1
603496,恒为科技,82.36,1
300430,*ST益通,12.11,1
2556,辉隆股份,43.4,1
603828,*ST利达,25.8,1
301522,上大股份,69.68,1
600370,*ST三房,73.21,1
603172,万丰股份,22.1,1
581,威孚高科,139.73,2
900910,海立Ｂ股,1.79,1
600738,丽尚国潮,28.75,1
600729,重百集团,37.21,1
300885,海昌新材,39.65,1
600689,上海三毛,15.14,1
2571,德力股份,31.05,1
603869,ST智知,41.75,1
601886,江河集团,88.94,1
300860,锋尚文化,27.72,1
603210,泰鸿万立,30.97,1
812,陕西金叶,24.2,1
605339,南侨食品,50.41,1
2898,赛隆退,0.35,1
300421,力星股份,44.15,1
600329,XD达仁堂,210.11,2
301578,辰奕智能,6.24,1
603656,泰禾智能,31.1,1
2116,中国海诚,37.22,1
2827,高争民爆,63.09,1
301508,中机认检,13.51,1
603176,汇通集团,20.09,1
603825,ST华扬,17.71,1
688395,正弦电气,18.36,1
603192,汇得科技,24.27,1
301048,金鹰重工,46.4,1
600727,鲁北化工,36.0,1
301097,天益医疗,13.37,1
301390,经纬股份,15.28,1
300925,法本信息,50.19,1
300669,沪宁股份,45.48,1
1231,农心科技,9.58,1
605136,丽人丽妆,29.07,1
301585,蓝宇股份,17.02,1
2852,道道全,21.21,1
300788,中信出版,44.97,1
300840,酷特智能,37.9,1
2395,双象股份,33.34,1
603310,巍华新材,28.87,1
2569,*ST步森,20.33,1
688198,佰仁医疗,118.3,2
301212,联盛化学,22.57,1
603273,天元智能,7.59,1
605338,巴比食品,45.09,1
300358,楚天科技,56.88,1
688569,铁科轨道,35.56,1
300906,日月明,17.36,1
1202,炬申股份,16.58,1
300404,博济医药,27.07,1
603700,宁水集团,23.04,1
2019,亿帆医药,83.16,1
603759,海天股份,32.83,1
2755,奥赛康,136.9,2
2168,ST惠程,28.07,1
1277,速达股份,12.3,1
603205,健尔康,8.79,1
507,珠海港,41.96,1
2267,陕天然气,76.4,1
301429,森泰股份,7.04,1
301449,天溯计量,7.29,1
603048,浙江黎明,26.54,1
300393,中来股份,62.52,1
605577,龙版传媒,40.44,1
688004,博汇科技,14.26,1
2234,民和股份,21.67,1
603998,方盛制药,40.79,1
300956,英力股份,22.35,1
2343,慈文传媒,22.36,1
2295,精艺股份,20.91,1
301129,瑞纳智能,13.52,1
603363,傲农生物,63.11,1
600272,开开实业,17.26,1
603085,天成自控,43.52,1
300736,百邦科技,37.75,1
600894,广日股份,63.57,1
688129,东来技术,27.1,1
2022,科华生物,25.05,1
688013,天臣医疗,19.85,1
301586,佳力奇,16.86,1
603587,地素时尚,54.17,1
603676,卫信康,38.12,1
596,古井贡酒,326.02,2
605,渤海股份,19.47,1
600965,*ST福成,22.35,1
2982,湘佳股份,15.81,1
600833,第一医药,21.46,1
600830,香溢融通,36.62,1
603201,常润股份,25.69,1
2876,三利谱,47.01,1
301503,智迪科技,8.68,1
603348,文灿股份,42.55,1
603336,宏辉果蔬,46.38,1
300797,钢研纳克,48.93,1
300995,奇德新材,16.14,1
600681,百川能源,45.29,1
300675,建科院,17.47,1
301601,惠通科技,12.97,1
688060,云涌科技,20.28,1
1211,双枪科技,19.98,1
300348,长亮科技,63.11,1
603261,立航科技,43.3,1
2043,兔 宝 宝,88.91,1
603021,*ST华鹏,22.4,1
688203,海正生材,19.8,1
301198,喜悦智行,19.49,1
301515,港通医疗,11.57,1
600816,建元信托,133.45,2
2999,天禾股份,18.96,1
2540,亚太科技,40.85,1
600433,冠豪高新,56.53,1
600987,航民股份,65.03,1
301028,鼎熔岩,39.19,1
300518,新迅达,56.38,1
605108,同庆楼,30.47,1
605169,洪通燃气,25.66,1
300079,数码视讯,54.46,1
300407,凯发电气,26.97,1
2749,国光股份,43.38,1
300852,四会富仕,86.03,1
2543,万和电气,42.87,1
603400,华之杰,14.32,1
300500,启迪设计,15.03,1
300862,蓝盾光电,28.55,1
601375,中原证券,138.94,2
96,广聚能源,37.09,1
300837,浙矿股份,17.28,1
600137,浪莎股份,16.27,1
200028,一致Ｂ,9.16,1
603326,我乐家居,20.08,1
2836,新宏泽,21.38,1
2884,凌霄泵业,44.1,1
603043,广州酒家,74.24,1
2248,华东数控,27.18,1
688152,麒麟信安,27.89,1
2676,顺威股份,35.93,1
2651,利君股份,42.75,1
2802,洪汇新材,15.85,1
688793,倍轻松,13.78,1
921,海信家电,227.51,2
603038,华立股份,39.79,1
300639,凯普生物,33.22,1
603219,富佳股份,83.26,1
605337,李子园,33.31,1
200029,深深房Ｂ,4.79,1
601900,南方传媒,99.31,2
200045,深纺织Ｂ,1.86,1
603350,安乃达,13.18,1
301314,科瑞思,7.66,1
2112,三变科技,40.6,1
605266,健之佳,24.03,1
603958,哈森股份,34.29,1
2510,天汽模,53.86,1
2589,瑞康医药,36.05,1
2097,山河智能,76.48,1
600106,XD重庆路,61.8,1
2265,建设工业,180.78,2
300707,威唐工业,16.02,1
603107,上海汽配,25.07,1
600765,中航重机,205.86,2
688466,金科环境,15.64,1
2327,富安娜,30.15,1
601512,中新集团,118.86,2
688701,卓锦股份,9.57,1
301170,锡南科技,8.28,1
2719,ST麦趣,9.44,1
600073,光明肉业,46.98,1
600829,人民同泰,47.32,1
688681,科汇股份,15.33,1
301063,海锅股份,15.87,1
688739,成大生物,81.75,1
603221,爱丽家居,29.19,1
603359,*ST东珠,10.62,1
600917,重庆燃气,74.62,1
2705,新宝股份,90.7,2
9,中国宝安,158.94,2
605567,春雪食品,16.62,1
300370,安控科技,32.48,1
300112,万讯自控,14.49,1
300264,佳创视讯,28.89,1
301575,艾芬达,6.58,1
688420,美腾科技,18.52,1
300293,蓝英装备,60.58,1
301552,科力装备,6.89,1
600302,ST标准,28.17,1
2849,威星智能,32.74,1
603551,奥普科技,34.95,1
2592,ST八菱,16.37,1
300220,金运激光,15.27,1
300360,炬华科技,57.53,1
919,金陵药业,38.11,1
603351,威尔药业,34.92,1
603739,蔚蓝生物,29.98,1
688021,奥福科技,15.13,1
2663,普邦股份,25.44,1
600997,开滦股份,79.55,1
301387,光大同创,31.54,1
200581,苏威孚Ｂ,21.84,1
601598,中国外运,273.35,2
2808,恒久退,0.39,1
603390,通达电气,35.58,1
848,承德露露,80.18,1
300749,顶固集创,36.99,1
688296,和达科技,14.01,1
2530,金财互联,46.64,1
2917,金奥博,26.37,1
688248,南网科技,331.48,2
2091,江苏国泰,116.97,2
301036,双乐股份,14.61,1
301255,通力科技,28.07,1
600650,锦江在线,38.9,1
688616,西力科技,18.4,1
2012,凯恩股份,28.57,1
605255,天普股份,94.69,2
301272,英华特,10.41,1
301102,兆讯传媒,37.03,1
603727,博迈科,45.95,1
603689,皖天然气,37.74,1
603755,日辰股份,22.85,1
688220,翱捷科技-U,494.68,2
200596,古井贡Ｂ,62.08,1
603352,至信股份,11.3,1
2494,华斯股份,13.22,1
600012,皖通高速,193.72,2
619,海螺新材,15.84,1
300437,清水源,18.31,1
2538,ST司特,52.12,1
301156,美农生物,12.78,1
688151,华强科技,53.02,1
300247,融捷健康,29.83,1
600444,国机通用,19.02,1
603070,万控智造,46.03,1
603615,茶花股份,40.87,1
600479,千金药业,39.97,1
600662,外服控股,94.49,2
900941,东信Ｂ股,1.43,1
2753,永东股份,17.54,1
300519,新光药业,14.25,1
301279,金道科技,27.67,1
600248,陕建股份,103.76,2
2780,三夫户外,16.45,1
600033,福建高速,93.86,2
600679,上海凤凰,30.9,1
601007,金陵饭店,24.3,1
301371,敷尔佳,20.21,1
301192,泰祥股份,9.12,1
200056,*ST皇庭B,1.44,1
600327,大东方,29.82,1
601163,XD三角轮,103.44,2
301088,戎美股份,22.62,1
605296,神农集团,149.33,2
600694,大商股份,53.18,1
301459,丰茂股份,8.84,1
300867,圣元环保,32.35,1
301299,卓创资讯,19.28,1
603071,物产环能,63.66,1
603569,长久物流,33.07,1
688679,通源环境,43.79,1
300582,英飞特,25.97,1
600742,富维股份,53.72,1
601811,新华文轩,90.2,2
300673,佩蒂股份,21.45,1
301359,东南电子,11.06,1
2598,ST章鼓,19.48,1
301011,华立科技,20.99,1
300952,恒辉安防,28.13,1
600686,金龙汽车,81.96,1
300193,佳士科技,32.33,1
600243,*ST海华,15.05,1
300908,仲景食品,28.41,1
300957,贝泰妮,133.55,2
603877,太平鸟,60.12,1
603012,创力集团,53.4,1
300281,金明精机,25.15,1
601022,宁波远洋,100.76,2
1259,利仁科技,28.44,1
300652,雷迪克,38.59,1
300589,江龙船艇,29.26,1
1324,长青科技,26.83,1
603617,君禾股份,25.29,1
600750,华润江中,147.96,2
600551,时代出版,44.75,1
4,国华退,0.58,1
300886,华业香料,10.52,1
603282,亚光股份,18.64,1
900936,鄂资Ｂ股,9.84,1
900939,汇丽B,0.45,1
900940,大名城B,0.43,1
900943,开开Ｂ股,0.32,1
900946,天雁B股,0.41,1
900942,黄山Ｂ股,1.46,1
301126,达嘉维康,12.39,1
688573,信宇人,8.51,1
301173,毓恬冠佳,9.33,1
600712,南宁百货,26.07,1
200553,安道麦B,4.54,1
2790,瑞尔特,14.44,1
2419,天虹股份,50.1,1
605378,野马电池,35.28,1
605011,杭州热电,65.34,1
900932,陆家Ｂ股,4.05,1
900913,国新B股,0.33,1
603639,海利尔,34.77,1
600654,中安科,61.88,1
600535,天士力,210.35,2
688357,建龙微纳,25.55,1
688695,中创股份,9.88,1
601113,华鼎股份,35.77,1
603215,比依股份,27.05,1
300950,德固特,15.97,1
1228,永泰运,21.48,1
300625,三雄极光,14.71,1
688058,宝兰德,16.15,1
300205,*ST天喻,20.21,1
603055,台华新材,74.33,1
900934,锦江Ｂ股,2.26,1
900929,锦旅Ｂ股,0.61,1
200761,本钢板Ｂ,3.36,1
900905,老凤祥Ｂ,6.42,1
688516,奥特维,157.38,2
200058,深赛格B,3.67,1
200468,宁通信B,3.16,1
200505,京粮B,1.17,1
200512,闽灿坤Ｂ,4.25,1
200521,虹美菱B,4.28,1
200530,冰山B,3.74,1
200541,粤照明Ｂ,5.69,1
200550,江  铃Ｂ,33.2,1
200726,鲁  泰Ｂ,9.38,1
200992,中  鲁Ｂ,2.53,1
201872,招港B,29.36,1
900901,云赛Ｂ股,2.0,1
900904,神奇B股,0.24,1
900906,中毅达B,0.79,1
900928,临港B股,0.74,1
900908,氯碱Ｂ股,2.76,1
900909,华谊B股,1.21,1
900911,金桥Ｂ股,2.08,1
900914,锦在线B,0.68,1
900915,ST中路B,0.17,1
900916,凤凰B股,0.58,1
900917,海欣Ｂ股,1.21,1
900918,耀皮Ｂ股,0.61,1
900922,三毛B股,0.3,1
900923,百联Ｂ股,1.04,1
900924,上工Ｂ股,0.74,1
900925,机电Ｂ股,3.03,1
900926,宝信Ｂ,6.54,1
900927,物贸Ｂ股,0.32,1
600202,哈空调,17.56,1
900912,外高Ｂ股,1.36,1
2516,旷达科技,76.47,1
200488,ST晨鸣B,4.1,1
600796,钱江生化,14.92,1
301167,建研设计,13.28,1
1387,雪祺电气,14.01,1
301009,可靠股份,12.57,1
688267,中触媒,41.5,1
601567,三星电气,196.03,2
591,太阳能,166.68,2
300810,中科海讯,28.62,1
688509,正元地信,15.35,1
603058,永吉股份,36.91,1
600897,厦门空港,61.16,1
688089,嘉必优,18.03,1
603230,内蒙新华,31.57,1
860,顺鑫农业,74.55,1
300198,*ST纳川,22.37,1
2535,林州重机,17.16,1
2626,金达威,83.49,1
603185,弘元绿能,100.5,2
301223,中荣股份,30.92,1
200869,张  裕Ｂ,16.16,1
803,山高环能,30.39,1
301037,保立佳,7.87,1
688506,百利天恒,1283.62,4
603586,金麒麟,25.27,1
605138,盛泰集团,32.56,1
